x,y
151.7634424368085,152.37570427265302
156.19164942064867,437.221212072417
145.1933293184816,78.11894802496022
98.79092715026583,258.46037837127534
98.36523330569335,165.7404887133649
125.69890193885192,105.6571618946881
152.89641493775486,191.3740279244247
142.3103161722189,47.90323082096426
101.56475928876985,309.30744332391856
107.87904030170792,234.94483812413404
308.2151646794397,120.17841267661488
64.03671788409271,295.1300250735913
230.4260731111958,139.0837776621169
239.8661603635932,118.40410143285385
142.50312654560372,115.00371744753312
255.84609986306805,122.5208683940131
314.6913632183218,107.36538675721464
135.02706569069335,233.54578094381006
331.66799849406283,125.26664021723633
305.8899232783293,157.07531275495245
57.785408109302885,319.7011366499997
115.59303364362749,301.37092112249684
143.1438863641098,102.74245643862656
123.01970929576933,191.71706496406438
68.66670387159913,197.62776948165285
148.5717854254448,449.3174851840699
91.0254586274959,311.37392736695324
209.3408210978581,206.28843111705842
263.79642733749597,125.43822424497708
49.30134339047931,218.87681411814364
80.3433472581645,366.93298159731614
172.99932548574083,64.66756832728915
248.8177191799672,25.121249343874275
281.77528624177404,171.57142296066496
86.91869010383112,299.3866334483378
258.43473385683313,130.7954623729991
326.42575099006774,109.95436459839748
131.80415134282308,426.93521018843086
295.442689192827,52.94103253875837
257.1304263220218,98.70798227314903
162.69577193332108,122.2730670616402
255.87717245026843,51.5852829608684
52.30367970717098,181.21592076189052
351.95810991143514,95.78319619198572
158.1191663747288,146.05103533893748
202.94276222491402,131.12800441090855
40.951207045011095,197.08763809336781
62.0146969359483,168.199043632538
122.35486308859245,319.718406280896
114.72406648163324,340.88213742015284
125.80736620110744,65.17642043357364
326.4438664213757,96.70010237991889
275.1082317558341,189.1276592796316
224.1015080392089,172.16036319807748
181.20550446830597,94.56641080723061
203.08066982965732,97.93954078223021
234.17040717418425,187.79730527117056
282.302612960703,165.54638826492052
312.22429161113695,87.07244193519026
292.31055372169277,53.6119863761727
251.4553306554347,143.07778245091862
114.70966596586341,152.23918520165725
201.32544490719596,32.83975937327022
35.711161932778126,280.33416258818124
101.48737638570671,97.41640881119606
131.16927498033658,103.5519785807093
234.22038306025462,76.56207435716999
245.29080872753494,129.3440839566119
97.21239829359507,365.36316842892455
250.76080148308867,44.84964560673754
193.7306101641929,146.47396769195197
166.55739427830207,146.40021196241716
296.8490867086585,193.28024286861145
242.91534907718116,138.7704525151543
288.1715316402511,113.68052440270726
155.049496844065,438.28153566741634
95.03445649756925,394.11727249558237
288.4841981544348,91.90220919121084
31.086347290721015,255.80013898685684
183.35450151881528,170.27964379608528
130.5052446738333,90.20112964257699
201.57670647410754,174.56769268674577
123.40464619576763,97.73022959605714
116.9810450087696,97.41954772630845
232.28966648078665,66.13370734402369
129.01336617205405,98.3169034471193
39.82614406278206,259.67508615814415
111.34668929923296,156.8822868257621
164.44186235647683,105.35536199736883
308.681169493865,33.220105274908484
154.6455963831518,117.91885552515768
295.7937059385062,27.841467738447644
138.74452719212326,56.5223590719528
244.72669774710542,67.00024892525624
70.31572399826491,178.72532703683652
132.0236321572491,253.41762056822336
167.9199576497844,84.58336505825137
160.71944633665214,152.218497421854
109.6990854167087,202.74827423796748
83.3965405717515,200.2115938179908
288.3911235454928,108.8837655611663
253.94712661743057,24.609645418325997
102.03919690718311,331.99324257279005
222.30255279796185,478.17184038497805
72.04193010998405,146.09023416263412
261.3249461573829,57.581096422597234
108.3688132415651,185.63353457979204
102.3021689286322,116.64004788044092
138.5827555928635,235.2406244765204
162.7609439701333,93.94589031418631
37.851247555071076,230.73054456081744
311.0620000291758,45.41186827345434
49.99900372694466,292.6368424975384
124.22003774054491,316.7067115917603
81.24462741263272,322.02767112907003
216.34288173403436,109.3816954240746
233.00244700811646,206.64872315415784
184.8697936576845,229.1137812415841
150.71195866906507,206.10267958039609
343.87563572846767,152.2717233487907
196.6508481145427,24.159748592859852
154.3155199715699,250.2643133617022
226.12083835875464,199.72744655116193
183.11713916040338,104.20522423375078
266.91663522832755,119.0877941616264
45.29081603162122,296.62271204243376
178.60697837993754,159.3449652111789
55.851255433004845,267.2184587786125
215.13352033858203,82.72799085183091
184.02723383259166,81.33195416424988
128.14381327271695,210.0045162840679
219.7475428111928,198.32067733922554
204.454085998112,36.40336197167304
41.630809553071856,280.74876915276894
287.091186192222,176.37818197721634
72.1499037946023,230.0368434556257
246.02794294074047,30.750613577120166
214.73271990956854,97.06817091991238
275.1007647944923,180.2015013029815
174.6636423974852,155.76894846363098
158.85198228642017,164.7609702316154
32.47557431429993,246.32858716074824
139.3882671131631,67.06427147891758
122.34366229245963,268.9305999656588
203.6392444653887,169.812729348794
284.7250589747351,56.34184139426146
268.9599693438578,124.67185725765873
72.13290812784467,131.94400242064143
264.84167256347877,110.52132220612299
186.06689137129305,176.6622514385503
84.66385184412617,342.3522904482217
88.01113282056394,322.51300365457945
109.93535466197201,349.2908888212501
172.74583990549354,457.64063291875624
60.85365979249191,348.6614777277044
312.1908257948738,26.58628462003021
238.91086505662506,171.7902988024974
55.293415761502814,169.45512551690877
100.62390071533822,319.5067106333515
223.75789833188753,137.67463902907363
287.1103045154254,132.75681555991216
205.76900928457354,55.29315919222499
244.35338351929758,108.51449302449745
72.32607835075477,130.82427402075325
143.70483250134237,453.10149695380176
271.3365826608161,201.84482054414877
289.25169245178785,55.13087197068589
76.12404326755262,165.69226295972672
222.10932090012327,205.30044358965537
298.40711082975724,20.496619799280303
326.1377068587633,168.08165315017476
98.9909099999281,291.96442935455514
99.17108354623838,370.18687670620255
111.81600116824374,212.83108747748224
106.19178756158266,376.01789704070666
87.07778090100959,372.6708649591002
210.4259402386288,138.0386796979779
168.63398499952575,67.20550284469795
44.22787522767324,236.98282792712254
264.0154270749916,86.93645823393337
43.429817438701,168.36157647596983
104.43915083182176,296.27961167203864
222.32704075951793,39.305438940925086
122.48467673684304,350.22675378623325
88.63983935927655,313.2072210408119
198.69304340164317,207.4216337318333
254.6040309027746,85.60622249427708
295.9291982975224,88.84720173415106
222.5474908716254,115.95646689938977
120.94574620005183,216.88868016550555
250.0218808674397,108.51173253915891
174.51282888519148,456.54115685339116
338.743060120528,109.69414113851717
158.01432213143497,185.39618166411253
123.95628188463282,284.0743336309948
126.5063970492386,409.582637838687
128.52239249211283,192.73809397679653
148.70274719348842,200.05384054409714
144.56685939879856,171.69357396997475
138.84479494918446,257.2735311409331
112.05923297115517,268.668448477994
305.02303101328397,115.62732937902697
201.91101870614904,67.07106060498302
243.4042657227673,16.592518810592317
126.63425127524341,414.2368976811026
260.6375419178835,77.76458443334144
353.3839968246968,87.79662724698755
71.33620687255093,184.86155047811826
53.830294908755796,211.94831950816007
266.0600959039426,138.15589839755816
281.2635499113556,34.37286796577177
204.44421666166625,160.43935865152815
96.8866362299592,315.9468662060467
78.76336659823613,307.94682668021625
136.24905323244252,235.91193954979417
79.85281289203382,311.1679249601463
136.23438389038722,267.14826389594435
299.66453061672405,36.80638742297426
281.6473406892355,21.487752538680404
203.1113849898738,98.9523854168588
331.7819732233633,148.3243395241758
154.65084557214516,149.25192944259513
111.54848155112273,141.100583744168
273.6816206811161,179.2243427754705
109.00168733319026,344.2104536911801
206.010482157876,74.0662229205169
324.41768225647047,116.67995581527879
44.077398872678806,232.5735225264698
188.65329913649842,171.60656529664033
136.66189148606134,221.209354947401
255.67591629058163,19.76833350622986
116.66474425873862,428.85938938762814
182.3659282491571,48.57878663606519
73.06349613632601,237.59845357790454
337.8154368791846,61.59719213294357
309.79302228808405,92.96615432303356
343.3863994133088,57.64518264770313
43.83891215294378,179.8421510851367
72.70466937235098,384.7263513171928
65.07508285836083,154.3021519789918
160.34462489822343,90.28592506556554
82.31878238198587,216.63469887895226
54.943039813906694,346.2979696189861
263.3491910343124,117.88010393055981
195.34161026449272,158.93515047366392
275.41768553097165,88.65240174691624
158.95996120212465,221.48132684281896
146.7803527111362,64.52842771951117
46.957741365095785,267.2014271506155
107.47639607783998,223.06888502199095
213.49598181652374,476.428859905779
281.0063236545878,87.90848260463314
38.57440892125008,177.3897683465272
143.2218325428044,45.33709780258155
73.62705608699149,247.81540601018847
224.09218634173877,185.41674732868586
202.97437645381257,189.44415959243466
56.78830382447164,235.8935337370689
88.12022766899031,283.1310612631821
128.1864607913541,104.57642176396342
160.1782420877105,70.78591379913934
205.58531083494591,478.5292891655616
57.63775659630532,266.76266603493383
78.11846507818466,121.7486536833362
152.4557359851285,95.66227330282639
40.46330569508372,288.8158265158424
112.16369283717276,124.18557789778795
314.2118047044257,55.82321229180343
73.95969719304796,339.31127929863493
108.71978469059884,423.0832262940785
71.54725425247955,244.98818076998796
211.1753647218072,199.1124954747323
169.71135475336442,103.10689673116103
209.0756603930698,60.173902154494584
96.16003309738264,315.38841312684974
64.16195828984439,362.3239643955355
173.77546671553378,125.42346330523702
70.97878919288814,308.0502143147271
315.9817573842938,123.03772208443897
98.90950677699063,208.34893882066152
292.11810703583416,114.098694364837
105.19600346415726,417.6117591838443
312.01632044429095,104.28590087541222
176.1737925192548,220.90442738715888
307.42345765105284,133.731181760668
164.33064479897396,446.25992941750957
261.89082333170586,55.4931636563144
178.62212688226543,101.1318704870089
227.46373052699508,14.155718913285376
346.6413647178478,102.66499833163245
47.14284455831408,298.2832641802231
119.81635031018934,380.0209528215206
73.79889646354154,201.51292120650143
177.56572437247942,79.6521127471721
224.610941147809,63.120312764472054
278.10555245506265,164.84923025003084
81.48785396151392,396.1777199650988
83.2290910689053,99.43104666792502
318.060320926408,144.1575543568865
243.89265090667433,191.61172780062108
81.29463791942571,335.75452346595137
125.84943863694042,143.82989469250984
97.62318302533035,370.16615400310883
175.77363740199803,150.89169051390084
80.93044845437348,302.5226839888461
248.61579986497105,25.874213640945886
125.07619095486989,182.98287779246758
340.45239637997884,153.79064944987408
258.9380703399832,150.018298501983
121.990502835164,203.83458826170008
165.22679188897794,57.48348438878948
136.77528113835513,180.63328113623166
226.89647906674014,87.92150799894205
56.97077665817074,198.07867525583845
295.3697111167326,81.12495233651661
161.22516113745843,459.9494432391047
138.17051108097445,246.5051718244088
157.54531350888234,83.00311895585877
107.78028218798829,119.00112587135759
283.887488437078,159.55860015377777
188.2767935082631,49.434248788911006
171.35756221589625,73.1757090411137
66.39114872542362,176.7325592477683
105.89459754072728,114.75361648781856
129.01514118097,101.5166017891711
274.9148152413653,150.26675746410334
100.73321626641962,249.37825016236104
183.52582902771042,67.51141573925179
253.8337910248386,64.31835012860887
298.3463012575295,63.13168529974844
96.7774481926793,128.77769304473964
236.70912444954882,31.445577475513687
267.63047796049034,112.21379863998781
74.6470337655002,210.7906909808307
110.76959233516081,131.72911078538596
90.42332153734588,109.97923336312421
126.21728875071447,205.2343191095295
314.78111595951265,36.119492152337784
299.4333511850976,31.828598002626162
222.53537494433596,161.2381296324339
122.19521410992174,216.64382335190112
338.2073756205498,145.95055026492898
52.845551061250326,157.6971971045935
283.77375161480046,188.9495196683415
145.72182974573866,102.7266125919324
79.99299125286063,213.92518734182687
120.52860213365912,188.78000536283557
55.61938106607877,261.70147432974767
262.0695308793386,143.41113056462186
123.83193626342215,76.92621386011645
190.3315348849971,68.17910697621576
281.13077256615895,104.74555112275652
283.23400979519874,27.06920663059065
265.6589127427306,33.493199257782045
189.0743924937738,134.47810606776133
49.49904497365365,161.40541126296182
153.34752810755893,244.43194615479104
313.1142313409607,97.26514978988222
138.5900225235257,127.26514589445448
90.90379201620469,135.85574859395888
230.8327929332509,172.57504134602874
260.91708532979663,52.83689056747332
213.30312639932936,53.4849294193136
255.04570334821875,158.56707793587066
241.99763301833056,112.36559178257454
207.78267635776993,105.86191089916419
72.06245074229867,220.33773943256097
165.47548723142103,143.8920168004627
111.33625065563501,318.2724832585334
299.52352080488464,40.440049200471506
103.62800160484275,90.54720363914248
211.46277023373995,68.11928396935419
318.1345520044126,129.54923185844257
50.692830883061646,276.98698965010925
224.49994664570983,153.8217668042905
155.45868599616696,37.73928184643604
266.0617460321769,99.8064331770685
309.7233876553792,162.65089555719436
262.08680932896766,70.34862504447969
256.5332449885008,97.36989190351986
64.44594181888664,374.5471016470568
178.78747891573488,215.24777073483327
125.41214373156384,255.99120456921432
328.34690230826544,69.80906157753786
245.03274714988865,145.2368054193778
199.36013337809487,146.9733061631261
239.05087220588106,187.2771691983709
104.94427519810567,332.4789210133473
150.97014522672993,199.4540854882344
96.25049026056132,196.93424173593965
47.63390692627534,183.9951713812773
